id,title,slug,url,author_name,author_slug,category,language,license,license_label,jurisdictions,status,visibility,publication_status,is_listed,views,downloads,runs,favorites,updated,created,updated_at,created_at,has_content,description
b632fa85-6268-53d6-a0c2-a47e8977dbea,Litigación Latam,litigacion-latam,https://lawve.ai/@joselyne-garcia-montesdeoca/skill/litigacion-latam,Joselyne García Montesdeoca,joselyne-garcia-montesdeoca,litigation,es,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,72,9,0,0,"Jun 23, 2026","Jun 22, 2026",2026-06-23T12:42:45.761452+02:00,2026-06-22T16:00:46.349177+02:00,true,"Asesor experto en litigación civil latinoamericana bajo sistemas de derecho civil. Está diseñado para asistir a abogados litigantes, equipos legales internos y clientes directos con estrategia procesal, análisis de riesgos y orientación sobre el proceso civil en América Latina. Al final de cada sesión redacta un correo electrónico claro que resume los hallazgos para el cliente.

Cinco modos de operación: 1) Estrategia: cómo enfocar el litigio, qué vía procesal elegir, cómo construir la posición del cliente. 2) Riesgo: evaluar viabilidad, probabilidades de éxito, prescripción, caducidad. 3) Proceso: etapas del proceso, plazos, recursos disponibles, pasos inmediatos. 4) Asesoría cliente: explicaciones claras para clientes. 5) Email al cliente: borrador automático de email al final de cualquier análisis."
cac1a51d-32b9-5dbd-b9fd-9b1ebe54bb4f,normalisation-juridique,normalisation-juridique,https://lawve.ai/@christophe-quezel-ambrunaz/skill/normalisation-juridique,Christophe Quézel-Ambrunaz,christophe-quezel-ambrunaz,microsoft-office,fr,agpl-3.0,AGPL 3.0,,active,public,Public,true,87,22,0,0,"Jun 19, 2026","Jun 18, 2026",2026-06-19T10:28:16.364515+02:00,2026-06-18T23:29:40.429996+02:00,true,"La compétence Normalisation juridique FR nettoie un document Word rédigé en français juridique. Elle distingue deux régimes : les corrections déterministes (apostrophes courbes, guillemets français, espaces insécables, insécables des références — art. 1240, n° 21-12.345, 50 % —, ordinaux 1ère → 1re, ligatures œ, la loi dispose et non stipule, anglicismes-calques), appliquées directement ; et les réécritures de jugement (virgule avant « et », ternaires creux, formules emphatiques, harmonisations), posées en révisions Word soumises à votre acceptation. Chaque changement est consigné et restitué en tableau récapitulatif : on revient en arrière mot à mot — « défais 3, 7-10 ». La normalisation des citations reste purement formelle. Fonctionne en Cowork ou sur fichier Word."
322d788f-65e4-5cc6-be08-f94569a2d4e2,EU Data Act,eu-data-act,https://lawve.ai/@oliver-schmidt-prietz/skill/eu-data-act,Oliver Schmidt-Prietz,oliver-schmidt-prietz,technology-law,en,agpl-3.0,AGPL 3.0,EU,active,public,Public,true,71,18,0,0,"Jun 16, 2026","Jun 11, 2026",2026-06-16T16:15:42.351061+02:00,2026-06-11T13:45:42.776878+02:00,true,"Practitioner skill for EU Regulation 2023/2854 (Data Act). Covers Chapters II-VII (IoT data access, mandatory B2B sharing, unfair contract terms, public-sector exceptional need, cloud switching, third-country governmental access) and Chapter VIII (interoperability and smart contracts, gate-only). Use when the user asks about Data Act rights or obligations, drafts a Data Act notice or letter, reviews a data-sharing or cloud-switching contract under the Data Act, runs a Data Act gap analysis, or asks how the Data Act interacts with GDPR, the DMA, the Trade Secrets Directive, or sectoral law. Triggers include ""Data Act"", ""Datengesetz"", ""Regulation (EU) 2023/2854"", ""Art. 4(1) request"", ""Art. 5(1) third-party request"", ""trade-secret handbrake"", ""cloud switching obligations"", ""Chapter VI"", ""Ch V exceptional need"", and references to specific Data Act articles or recitals."
1daa3e71-9557-526c-b7ad-8d78963b9db7,settlement-agreement-review,settlement-agreement-review,https://lawve.ai/@andrew-bird/skill/settlement-agreement-review,Andrew Bird,andrew-bird,employment-law,en,apache-2.0,Apache 2.0,UK,active,public,Public,true,41,6,0,0,"Jun 16, 2026","Jun 12, 2026",2026-06-16T16:15:22.703521+02:00,2026-06-12T18:10:06.569013+02:00,true,"Reviews or drafts the agreement that pays an employee to settle their claims — and flags the statutory conditions that decide whether it actually binds them. Works under s.203 ERA 1996 for England & Wales. Flags apparent s.203 condition gaps for a solicitor to confirm (writing, specific complaints, independent adviser, identification, insurance, statement of conditions), drafts the substantive terms (sum, tax characterisation, confidentiality, references, restrictive covenants, indemnities), and surfaces enforceability risks. Does not rule on validity and is not legal advice. Use when the user says 'review this settlement agreement', 'draft a settlement agreement', 'compromise agreement' (old term), or asks whether an agreement is binding."
30bcbfc3-ab8d-560b-8428-527a7a5bc4d2,chronology-builder,chronology-builder,https://lawve.ai/@andrew-bird/skill/chronology-builder,Andrew Bird,andrew-bird,litigation,en,mit,MIT,UK,active,public,Public,true,148,13,0,0,"Jun 16, 2026","Jun 12, 2026",2026-06-16T16:12:04.868754+02:00,2026-06-12T18:16:10.950906+02:00,true,"Builds a litigation chronology from the disclosure bundle itself — every entry attributed to its source document, behind a CPR 31.22 implied-undertaking check, because documents disclosed in English proceedings may only be used for those proceedings. Adds a privilege screen and case-theory significance tagging, so the output is court-facing work product, not a loose timeline. Use when the user asks to build a chronology or timeline from a disclosure bundle, a matter file, or witness statements, or says 'build the chron', 'what happened when', or needs a Statement of Facts ready timeline."
8e37c5d6-2f9c-50fd-8ef4-9a5aead886a2,unfair-dismissal-screener,unfair-dismissal-screener,https://lawve.ai/@andrew-bird/skill/unfair-dismissal-screener,Andrew Bird,andrew-bird,employment-law,en,mit,MIT,UK,active,public,Public,true,33,3,0,0,"Jun 15, 2026","Jun 12, 2026",2026-06-15T17:37:55.518331+02:00,2026-06-12T18:08:14.335230+02:00,true,"Screens a dismissal — proposed or already done — against the unfair dismissal framework for England & Wales, and shows where it is exposed. Structures the qualifying-service question, the automatically-unfair categories (no qualifying period), and a Burchell / Polkey / band-of-reasonable-responses analysis for a solicitor to verify — it does not determine fairness. Surfaces specific procedural risks. Use when the user says 'is this unfair', 'screen this dismissal', 'ordinary unfair dismissal', 'automatic unfair dismissal', or wants a structured fairness review before or after dismissal."
0efa2e44-0491-5888-a7de-9d8a03112a87,financial-comparison-glossary,financial-comparison-glossary,https://lawve.ai/@adrian-lerer/skill/financial-comparison-glossary,Ignacio Adrián Lerer,adrian-lerer,banking-finance,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,178,12,0,0,"Jun 15, 2026","Jun 14, 2026",2026-06-15T10:23:16.023138+02:00,2026-06-14T23:10:41.715954+02:00,true,"Use when a calculator, financial model, investor memo, due diligence report, risk review, dashboard, or client-facing explanation needs clear distinctions between accounting and finance concepts such as cash flow vs profit, EBIT vs EBITDA, CapEx vs OpEx, debt vs equity, market value vs book value, ROI vs ROE, assets vs liabilities, and accounting vs finance."
2e698baf-6c97-5270-9676-1d3663597089,due-diligence-gate,due-diligence-gate,https://lawve.ai/@adrian-lerer/skill/due-diligence-gate,Ignacio Adrián Lerer,adrian-lerer,banking-finance,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,133,26,0,0,"Jun 15, 2026","Jun 14, 2026",2026-06-15T10:22:27.349416+02:00,2026-06-14T23:04:57.555705+02:00,true,"Use for due diligence, legal-financial risk review, investment or business transaction checklists, and preliminary screening where facts, documents, assumptions, legal uncertainty, debt/equity, assets/liabilities, contracts, tax, regulatory, compliance, technology/product, and financial-model issues must be separated clearly."
9cc997fc-33f9-5b84-9a17-a2a75cd30c54,Legal Diagram,legal-diagram,https://lawve.ai/@sam-zhai/skill/legal-diagram,Sam Zhai - 翟禹森,sam-zhai,legal-operations,en,mit,MIT,INT,active,public,Public,true,651,152,0,0,"Jun 14, 2026","Jun 2, 2026",2026-06-14T18:59:30.416336+02:00,2026-06-02T22:57:52.417766+02:00,true,"A picture may be worth a thousand words. Legal work sure runs on lots of words. So why words when picture? Stop rereading the files. Start seeing the matter.

Latest updates at: https://github.com/nanparth/ai-skill-hub

/legal-diagram turns dense legal documents, matter notes, and brainstorming dumps into clear, editable Mermaid diagrams to make strategizing and communicating clearer and faster. Use timelines and Gantt charts to uncover chronology gaps, flowcharts and decision trees to map litigation paths and negotiation possibilities, and entity relationship or class diagrams to clarify ownership, control, and corporate structure.

Upload source files (.md, .docx, .pdf, .xlsx, or .pptx), paste text, or describe the issue you’re working on. /legal-diagram guides you through a simple interactive process to setup the skill and create timelines, Gantt charts, org charts, obligation checklists, litigation flowcharts, decision trees, corporate structure diagrams, and more."
0abcb456-94c5-5a3f-9e17-78b63713e289,Data Processing Agreement Art. 28 GDPR,data-processing-agreement-art-28-gdpr,https://lawve.ai/@oliver-schmidt-prietz/skill/data-processing-agreement-art-28-gdpr,Oliver Schmidt-Prietz,oliver-schmidt-prietz,data-protection,en,agpl-3.0,AGPL 3.0,EU,active,public,Public,true,79,16,0,0,"Jun 13, 2026","Jun 9, 2026",2026-06-13T14:37:30.675330+02:00,2026-06-09T12:51:06.838730+02:00,true,"Review, draft, or redline a Data Processing Agreement (DPA / Auftragsverarbeitungsvertrag / AVV) under Art. 28 GDPR, or prepare a Joint Controller Arrangement under Art. 26 GDPR (basic). Supports bilingual output (DE/EN), both controller- and processor-side perspectives, and two review depths — quick (Art. 28(3)(a)–(h) coverage) and negotiation-grade (clause-by-clause risk scoring)."
e08ba07c-20a0-5ec3-8841-2fb9241da328,Fintech Agreement Drafting,fintech-agreement-drafting,https://lawve.ai/@stephane-boghossian/skill/fintech-agreement-drafting,Stephane Boghossian,stephane-boghossian,legal-drafting,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,51,9,0,0,"Jun 12, 2026","Jun 11, 2026",2026-06-12T19:34:52.174276+02:00,2026-06-11T19:39:08.460116+02:00,true,"An end-to-end method for drafting and finalising a complex, multi-pillar regulated fintech agreement — from intake to signature. Authored from a senior fintech lawyer's manual: a licensed payment-services provider engaging a counterparty across agent cash-in/cash-out, QR payments, wallet e-payments, and a marketplace, each with its own regulatory profile. Runs five phases and fourteen steps: regulatory mapping (activity-to-licence matrix, grey-zone classification gates), architecture (framework-plus-sub-agreement structure, ring-fenced marketplace), the regulatory–commercial balance (what flexes vs what cannot), core drafting (authority, float mechanics, hard-coded regulator caps, liability — all tracking control), execution-blocker triage, and a pre-signature check closing open blockers as conditions precedent. It refuses to invent licence-specific values or draft a representation as true without executed evidence. Use it to structure, draft, negotiate, or review any regulated payments contract."
7a0e5de0-be37-5aeb-a552-7d5f2ba3ab7d,GDPR Breach Sentinel,gdpr-breach-sentinel,https://lawve.ai/@oliver-schmidt-prietz/skill/gdpr-breach-sentinel,Oliver Schmidt-Prietz,oliver-schmidt-prietz,data-protection,en,agpl-3.0,AGPL 3.0,EU,active,public,Public,true,728,498,23,0,"Jun 11, 2026","Feb 9, 2026",2026-06-11T20:58:58.848819+02:00,2026-02-09T01:00:00+01:00,true,"Incident response and legal compliance guidance for data breaches under GDPR Articles 33 & 34. Covers breach risk assessment using ENISA severity methodology, Controller vs Processor obligations, 72-hour notification clock management, EDPB case matching, cross-border Lead SA determination, AI Act Art. 73 intersection, mitigation playbooks, and audit-ready .docx document generation."
d472abef-8600-5f66-966f-6249dd3ca7f2,cpr-letter-drafter,cpr-letter-drafter,https://lawve.ai/@andrew-bird/skill/cpr-letter-drafter,Andrew Bird,andrew-bird,litigation,en,mit,MIT,UK,active,public,Public,true,38,4,0,0,"Jun 11, 2026","Jun 9, 2026",2026-06-11T08:55:32.309692+02:00,2026-06-09T14:49:21.709865+02:00,true,"Writes the formal letter you send before suing someone in a civil case in England & Wales — the Letter Before Claim that starts the pre-action clock. The part it gets right is which pre-action protocol applies — debt, professional negligence, housing disrepair, personal injury, or the default Practice Direction on Pre-Action Conduct — each of which has its own rules a generic letter misses (the 30-day debt window, the professional-negligence preliminary-notice step). It also flags the limitation deadline for a solicitor to confirm rather than stating it as fact. Built for litigation juniors, in-house counsel, and small firms without a precedent to copy. Use when the user says 'draft an LBC', 'letter before claim', 'pre-action letter', 'pre-action protocol', or needs to start the pre-action clock before issuing a civil claim. Verify the current protocol before sending."
0205fbbb-92e2-5310-b5a5-8b549fc91e81,without-prejudice-drafter,without-prejudice-drafter,https://lawve.ai/@andrew-bird/skill/without-prejudice-drafter,Andrew Bird,andrew-bird,litigation,en,mit,MIT,UK,active,public,Public,true,35,6,0,0,"Jun 11, 2026","Jun 9, 2026",2026-06-11T08:54:52.129605+02:00,2026-06-09T14:44:53.595529+02:00,true,"Writes a settlement letter on the right footing — and warns you when marking it 'without prejudice' won't actually keep it out of court. A genuine settlement letter is normally protected (the judge can't see it), but only if the substance is a real attempt to settle, and even then there are exceptions. The skill picks the correct footing — without prejudice (WP), without prejudice save as to costs (WPSATC / Calderbank), or open — drafts the finished letter, and surfaces the Unilever v Procter & Gamble exceptions that get WP material admitted despite the label, which a plain template won't flag. Built for juniors and in-house counsel drafting a settlement or Calderbank offer who need the footing right the first time. Use when the user asks to draft a WP letter, a Calderbank, a settlement letter, or wants to know whether material is likely protected from disclosure."
fed42f44-83c4-54c0-9afc-b2a0da908100,disclosure-list,disclosure-list,https://lawve.ai/@andrew-bird/skill/disclosure-list,Andrew Bird,andrew-bird,litigation,en,mit,MIT,UK,active,public,Public,true,32,7,0,0,"Jun 11, 2026","Jun 9, 2026",2026-06-11T08:54:16.357228+02:00,2026-06-09T14:38:02.269145+02:00,true,"Works out which documents you have to hand over to the other side in a civil case in England & Wales, and builds the formal list. The part it gets right that trips people up is which disclosure regime applies — Practice Direction 57AD (the Disclosure Pilot, now permanent in the Business and Property Courts, with its Models A–E) or standard disclosure under CPR Part 31 everywhere else. It picks the regime, chooses a Model per issue, structures the Disclosure Review Document, and drafts the disclosure certificate for the party to sign personally. Built for litigation juniors, in-house counsel, and small teams without a precedent bank. Use when the user says 'disclosure list', 'PD 57AD', 'Model C', 'extended disclosure', 'List of Documents', 'N265', or needs to work out what must be disclosed."
716623f5-f2f2-5c2b-b0db-fb0db844979c,Settlement Pressure Tester,settlement-pressure-tester,https://lawve.ai/@larissa-meredith-flister/skill/settlement-pressure-tester,Larissa Meredith-Flister,larissa-meredith-flister,litigation,en,agpl-3.0,AGPL 3.0,UK,active,public,Public,true,105,27,0,0,"Jun 11, 2026","Jun 11, 2026",2026-06-11T08:52:41.877712+02:00,2026-06-11T05:10:35.970760+02:00,true,"This skill stress-tests a proposed settlement position before an offer goes out or comes back: the assumptions it depends on, your leverage and the opponent’s, the evidential weaknesses, the likely opponent response, and the timing and costs pressures around it. It structures settlement judgment for a better-informed decision; it does not advise whether to settle."
90d187ce-19f5-5721-a7bb-407da3a4d6ae,Disclosure Strategy Mapper,disclosure-strategy-mapper,https://lawve.ai/@larissa-meredith-flister/skill/disclosure-strategy-mapper,Larissa Meredith-Flister,larissa-meredith-flister,litigation,en,agpl-3.0,AGPL 3.0,UK,active,public,Public,true,121,25,0,0,"Jun 11, 2026","Jun 11, 2026",2026-06-11T08:52:36.022297+02:00,2026-06-11T04:50:26.788827+02:00,true,"This skill maps disclosure strategy from a case summary, pleading, chronology, or early case theory: the document categories that will matter, likely custodians, adverse material, evidential gaps, search themes, and the risks worth confronting early."
8e924fa5-e0cd-5319-a3f2-53ec7f8dec1e,AI Audit Trail,ai-audit-trail,https://lawve.ai/@larissa-meredith-flister/skill/ai-audit-trail,Larissa Meredith-Flister,larissa-meredith-flister,compliance,en,agpl-3.0,AGPL 3.0,UK,active,public,Public,true,149,15,0,0,"Jun 11, 2026","Jun 11, 2026",2026-06-11T08:52:25.222184+02:00,2026-06-11T04:41:52.547983+02:00,true,"This skill builds a structured audit trail of an AI-assisted task: what the tool was asked to do, what materials it was given, what it produced, how the output was verified, and what was ultimately relied upon. It documents the workflow for supervision and later review without ruling on privilege or disclosure, so the record stays accurate rather than self-serving."
40f52c7b-44be-5cd9-ae7a-f7aa2e7c22ec,Client Explanation Translator,client-explanation-translator,https://lawve.ai/@larissa-meredith-flister/skill/client-explanation-translator,Larissa Meredith-Flister,larissa-meredith-flister,legal-drafting,en,agpl-3.0,AGPL 3.0,UK,active,public,Public,true,246,49,0,0,"Jun 10, 2026","Jun 10, 2026",2026-06-10T18:34:26.441517+02:00,2026-06-10T18:26:49.435309+02:00,true,"Turn complex legal analysis into clear, commercially useful client-facing advice. Use this whenever the user has dense legal material — drafting, internal analysis, counsel notes, research memos, pleadings, a case update, or correspondence — and wants it converted into something a client can actually understand and act on. Trigger on phrases like 'explain this to the client', 'put this in plain English', 'translate this for a non-lawyer', 'turn this into client-facing advice', 'make this client-ready', 'draft a client update', or when the user shares legal analysis and asks 'what does this mean for them'. Also trigger when the user wants a board summary, litigation risk update, or call script derived from legal material. The skill preserves legal nuance, uncertainty, and risk rather than oversimplifying — it makes advice usable, not just simpler."
4e5c6dd2-493f-55c8-8249-036a43a22a07,international-criminal-court,international-criminal-court,https://lawve.ai/@jeanne-sulzer/skill/international-criminal-court,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,INT,active,public,Public,true,75,11,0,0,"Jun 9, 2026","Jun 5, 2026",2026-06-09T12:24:16.131893+02:00,2026-06-05T07:18:33.371256+02:00,true,"Research, drafting, and analysis involving the International Criminal Court (Rome Statute system). Enforces a verification-first methodology — every case-law, decision, filing, warrant, and statement citation is verified against an authoritative primary source (icc-cpi.int, legal-tools.org) in the current conversation before it appears in an output. Foundational texts (Rome Statute, Elements of Crimes, RPE, Regulations of the Court) may be cited from project knowledge when present. Use whenever the user is working with ICC case law, OTP statements, ASP documents, or ICC procedure."
54477ed5-9253-5c06-9dab-9cf3e7b9f2bc,EU AI Act Knowledge Base,eu-ai-act-knowledge-base,https://lawve.ai/@oliver-schmidt-prietz/skill/eu-ai-act-knowledge-base,Oliver Schmidt-Prietz,oliver-schmidt-prietz,compliance,en,agpl-3.0,AGPL 3.0,EU,active,public,Public,true,61,21,0,0,"Jun 9, 2026","Jun 9, 2026",2026-06-09T11:55:26.161339+02:00,2026-06-09T11:49:40.174631+02:00,true,"Authoritative regulatory Q&A grounded in 70 official EU source documents, including the 2026 Commission draft guidelines on Art. 6 high-risk classification. Answers any EU AI Act question with article-level citations from the full regulation text, Commission guidelines, EDPB/EDPS opinions, codes of practice, harmonised standards, FRIA guides, and sector-specific guidance — covering penalties, timelines, GPAI obligations, high-risk and prohibited practices, and the AI Act / GDPR interplay."
08d4d3d3-75f4-5700-a5a9-ddb866eb7aef,EU AI Act High-Risk Classifier,eu-ai-act-high-risk-classifier,https://lawve.ai/@oliver-schmidt-prietz/skill/eu-ai-act-high-risk-classifier,Oliver Schmidt-Prietz,oliver-schmidt-prietz,compliance,en,agpl-3.0,AGPL 3.0,EU,active,public,Public,true,55,17,0,0,"Jun 9, 2026","Jun 9, 2026",2026-06-09T11:55:17.676878+02:00,2026-06-09T11:43:29.816546+02:00,true,"Depth assessment of whether an AI system is high-risk under Art. 6 of the EU AI Act, grounded in the Commission's draft Art. 6(5) classification guidelines (general principles + Annex I + Annex III). Covers the Annex I product-safety route, all eight Annex III areas with worked examples, the Art. 6(3) exception and its profiling re-exception, and the Art. 25 quasi-provider trap. Outputs a structured decision block, a practitioner memo, and a JSON interchange artefact."
44d993da-2779-5195-9e5d-f1d72644f6f3,Legal Analysis Forge,legal-analysis-forge,https://lawve.ai/@oliver-schmidt-prietz/skill/legal-analysis-forge,Oliver Schmidt-Prietz,oliver-schmidt-prietz,legal-research,en,agpl-3.0,AGPL 3.0,EU,active,public,Public,true,38,8,0,0,"Jun 9, 2026","Jun 9, 2026",2026-06-09T11:55:08.626122+02:00,2026-06-09T11:35:19.806614+02:00,true,"EU Digital Regulation Legal Analysis Forge — generates a tailored expert prompt for structured legal analysis of an EU digital-regulation document, optionally executes it in-session, and always produces a plain-English explainer alongside the formal output. Handles Regulations, Directives, Commission Guidelines, EDPB Opinions, CJEU and AG judgments, national DPA decisions, codes of conduct, and draft consultations across the EU digital stack."
21f69471-5b72-5a7d-a5da-72c6bd71a563,Transfer Impact Assessment (TIA),transfer-impact-assessment-tia,https://lawve.ai/@oliver-schmidt-prietz/skill/transfer-impact-assessment-tia,Oliver Schmidt-Prietz,oliver-schmidt-prietz,data-protection,en,agpl-3.0,AGPL 3.0,EU,active,public,Public,true,53,16,0,0,"Jun 9, 2026","Jun 9, 2026",2026-06-09T09:51:45.250407+02:00,2026-06-09T08:36:28.471994+02:00,true,"GDPR Transfer Impact Assessment for Chapter V transfers under the EDPB Recommendations 01/2020 six-step methodology, the CNIL TIA Guide (January 2025), and EDPB essential guarantees. Handles transfer qualification, Art. 45 adequacy fast-tracks, Art. 46 full assessments with country profiles for 12 jurisdictions, and balanced Art. 49 derogation analysis. Outputs a Markdown report, a .docx formal TIA, and a JSON delta for RoPA interchange."
eeba107d-435e-51e0-9da7-d3a1b4c3df1b,chilean-law-research,chilean-law-research,https://lawve.ai/@matias-gv-rojas-faundez/skill/chilean-law-research,Matias GV Rojas Faundez,matias-gv-rojas-faundez,legal-research,es,mit,MIT,CL,active,public,Public,true,52,11,0,0,"Jun 6, 2026","Jun 6, 2026",2026-06-06T16:23:27.854076+02:00,2026-06-06T11:42:01.547268+02:00,true,"Jurisdiction-locked legal research assistant for Chilean law. Answers natural-language questions about Chilean codes, statutes, procedures, and case law, and must back every legal statement with the law name, the exact article, and a verifiable source link to the Biblioteca del Congreso Nacional (BCN). It refuses questions about other jurisdictions and flags uncertainty rather than inventing article numbers, statutes, or case (ROL) numbers. Note: it has no live statute database — it answers from the model's own knowledge and directs the user to confirm each citation at the official source — and its output is reference material, not formal legal advice."
d818854d-d330-5a03-a0c4-da0a36349983,pre-motion,pre-motion,https://lawve.ai/@andrew-bird/skill/pre-motion,Andrew Bird,andrew-bird,litigation,en,mit,MIT,UK|EU|US,active,public,Public,true,183,27,0,0,"Jun 6, 2026","Jun 5, 2026",2026-06-06T16:06:22.045378+02:00,2026-06-05T16:36:06.862884+02:00,true,"Adversarial premortem for England & Wales civil litigation - builds the strongest version of a case, then attacks it from four angles to find where it loses before opposing counsel does. Runs an adversarial premortem on a UK litigation matter. Builds the strongest version of the case, then attacks it from four angles — procedural, substantive, evidentiary, strategic — to find where it actually loses. Returns a ranked stress-test brief: failure scenarios, evidence inconsistencies, blind spots, mitigations, and one brutal one-sentence verdict. Use before issue, before settlement negotiations, before a litigation-funder pitch, or before deciding whether to take a case."
2b138487-3787-5716-8d00-9da357b223d7,IRAC Prompt Builder,irac-prompt-builder,https://lawve.ai/@stephane-boghossian/skill/irac-prompt-builder,Stephane Boghossian,stephane-boghossian,legal-drafting,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,94,29,0,0,"Jun 6, 2026","Jun 5, 2026",2026-06-06T16:02:34.246493+02:00,2026-06-05T19:37:28.217836+02:00,true,"Restructure any rough build, research, or legal-drafting request into an IRAC-shaped prompt — Issue, Rule, Analysis, Conclusion — optimized for a frontier model. It's the bar-exam framework, repurposed as prompt engineering. The skill leads with the issue and ends with the conclusion (where models weight attention most), forces you to name your constraints and non-goals, and specifies what ""good"" looks like before a single token is generated. Use it before any non-trivial build, or whenever a vague ask deserves a precise brief."
30df95e4-039d-5a0c-a003-66057f3e8764,agentic-delegation-audit,agentic-delegation-audit,https://lawve.ai/@adrian-lerer/skill/agentic-delegation-audit,Ignacio Adrián Lerer,adrian-lerer,legal-operations,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,54,10,0,0,"Jun 6, 2026","Jun 5, 2026",2026-06-06T15:55:40.049676+02:00,2026-06-05T05:04:39.875521+02:00,true,"Use when a lawyer, legal team, or client needs to assess AI agents that can act on someone's behalf: send messages, search, draft, file, pay, delete, connect to accounts, use tools, or rely on external data. Produces a practical delegation, oversight, accountability, and control audit for legal operations."
64c87da1-61a0-560a-9c9d-784f56797d90,legal-transition-audit,legal-transition-audit,https://lawve.ai/@adrian-lerer/skill/legal-transition-audit,Ignacio Adrián Lerer,adrian-lerer,legal-operations,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,58,10,0,0,"Jun 6, 2026","Jun 3, 2026",2026-06-06T15:54:18.634054+02:00,2026-06-03T19:02:19.519270+02:00,true,"Audits the transition from legal AI output to reliance, recommendation, execution, or real-world commitment. Use it before an AI-generated analysis, memo, contract review, compliance finding, or workflow output is acted upon to check whether authority, evidence, mandate, uncertainty, procedure, and review conditions remain sufficient."
64e52b4d-7b3c-53a9-8b58-f4d5bc82d8f5,decision-ownership-audit,decision-ownership-audit,https://lawve.ai/@adrian-lerer/skill/decision-ownership-audit,Ignacio Adrián Lerer,adrian-lerer,legal-operations,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,34,6,0,0,"Jun 6, 2026","Jun 3, 2026",2026-06-06T15:53:33.063440+02:00,2026-06-03T18:58:38.978148+02:00,true,"Audits AI-assisted legal, compliance, governance, and institutional decisions before reliance to determine whether the responsible human or institution has enough access to the evidence, reasoning basis, uncertainty, authority, and review path to genuinely own the decision rather than merely approve, sign, or transmit it."
e670fa67-2edd-5dbe-b0c1-747afe835e6b,Trademark Search,trademark-search,https://lawve.ai/@robb-miller/skill/trademark-search,Robb Miller,robb-miller,intellectual-property,en,cc-by-4.0,CC BY 4.0,US|CA,active,public,Public,true,170,42,0,0,"Jun 5, 2026","Jun 5, 2026",2026-06-05T21:41:22.919127+02:00,2026-06-05T19:10:53.123039+02:00,true,"Run an attorney-facing knockout/availability trademark search across the United States and Canada. Use whenever a user (founder, client, or attorney) asks whether a brand, mark, name, logo, slogan, or product name is ""available,"" ""free to use,"" ""clearable,"" or ""already taken"" — or asks Claude to ""search the trademark register,"" ""check USPTO,"" ""check CIPO,"" ""do a knockout search,"" ""clearance search,"" ""availability search,"" or ""see if [mark] is trademarked."" Trigger even when the user phrases it casually (""can I call my company X?"", ""is this name taken?""). Covers federal USPTO (TESS/TSDR), federal Canada (CIPO), common-law/web/state, and WIPO Madrid international. Output is a knockout availability memo with green/yellow/red verdict for attorney review. Includes professional-responsibility gating (AI-use disclosure, conflict check, scope confirmation) before substantive analysis. Not legal advice — produces work product for attorney sign-off."
495e318d-ed6f-5b60-91ee-de2a927ec627,arbitration-clause-design-and-review,arbitration-clause-design-and-review,https://lawve.ai/@hafez-virjee/skill/arbitration-clause-design-and-review,Hafez Virjee,hafez-virjee,commercial-law,en,agpl-3.0,AGPL 3.0,,active,public,Public,true,594,45,0,0,"Jun 4, 2026","Jun 3, 2026",2026-06-04T00:15:15.158961+02:00,2026-06-03T01:46:43.881497+02:00,true,"Draft, review and stress-test arbitration clauses in commercial contracts, with guidance on seat, institution, rules, confidentiality, governing law and commercial fit. In more detail, this workflow helps users identify drafting issues, assess whether an arbitration clause is workable and commercially aligned with the transaction, generate clean revised wording, and produce concise explanations or negotiation points. It is designed for in-house counsel, lawyers and commercial teams, and uses public arbitration resources including model clauses, GAP materials and institutional cost/duration sources where relevant."
ba3fb08f-bff8-5798-b326-f0d1905d4ae2,law-expertise-to-skill,law-expertise-to-skill,https://lawve.ai/@adrian-lerer/skill/law-expertise-to-skill,Ignacio Adrián Lerer,adrian-lerer,skill-authoring,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,186,31,0,0,"Jun 2, 2026","Jun 1, 2026",2026-06-02T17:26:28.584342+02:00,2026-06-01T17:18:31.382267+02:00,true,"Turn a lawyer's bounded expertise, workflow, review standard, or legal judgment pattern into a safe, inspectable legal AI skill. Use when a user provides legal memos, comments, checklists, negotiation notes, review habits, compliance playbooks, or professional feedback and wants a reusable Lawve-style skill. Do not impersonate the lawyer or claim to reproduce a person; distill only authorized, source-bounded capability."
